0,0.000814105,-0.00111844,0.16474,-0.0234902,0.103874,0.00861033,0.00623075,0.0451734,0.00558473,-0.0359281,0.00249536,-0.0585678,0.140627,-0.0331493,0.0884089,-0.0558116,0.0489414,-0.0830931,0.0148655,-0.00112556,0.0251955,-0.0418495,0.00589911,-0.00504476,0.00562721,-0.00191585,0.031502,-0.00517012,6.28346e-05,-0.00299064,0.00578074,-0.00380622,0.00462792,-0.000508342,7.51926e-05,-0.00208797,0.00335707,-0.00206145,0.000874403,-0.00198797,0.00114705,-0.000757782,0.000321888,-0.000585203,0.000608454,-0.000603085,6.10648e-05,-9.10534e-05,0.00015891,-0.000463503,7.77266e-05,-7.73663e-05,3.59188e-05,-7.08545e-05,9.7496e-05,-2.95452e-05,0.00022212,-2.27907e-05,0.00010503,-4.96622e-05,0.000138038,-2.80579e-05,1.77334e-05,-5.63122e-05,1.15664e-05,-4.78875e-05,4.08406e-05,-1.12362e-05,1.44859e-05,-1.55783e-06,8.64455e-06,-3.16108e-05,2.62016e-06,-1.89531e-05,3.91852e-06,-3.55358e-06,9.25109e-07,-1.00402e-05,1.99918e-06,-7.65214e-06,5.36063e-06,-1.48216e-06,3.23225e-06,-2.40297e-06,2.46777e-06,-1.16289e-06,3.2403e-06,-9.22071e-07,1.05538e-06,-7.14414e-07,7.25071e-08,-3.80149e-07,4.84673e-07,-1.33848e-06,8.93436e-07,
0.01,0.000812059,-0.00112002,0.162907,-0.021196,0.0943301,0.00734929,0.00539288,0.0391317,0.00519841,-0.0294411,0.002194,-0.0432137,0.0809501,-0.0171717,0.0428838,-0.0177622,0.0164409,-0.00605277,-0.000177721,0.00458148,-0.0124291,0.0240228,-0.0060708,0.00512073,-0.00654352,0.00173951,-0.0487308,0.00580405,-0.000333756,0.00853737,-0.0157062,0.00811099,-0.0181116,0.00166623,-0.00133364,0.00632672,-0.0159185,0.00731881,-0.00345203,0.0113798,-0.00783316,0.00553563,-0.00253474,0.00297524,-0.00612442,0.00576559,-0.000557674,0.000830798,-0.00186996,0.00535508,-0.000308699,0.000882837,-0.000766555,0.00107349,-0.00198661,0.000784825,-0.00356755,0.000212691,-0.00177028,0.00070763,-0.00225638,0.000574786,-0.000457756,0.00116063,-0.00011976,0.00106517,-0.000907197,0.000287342,-0.000231998,2.00014e-05,-0.000193516,0.000840874,-0.000123208,0.000467552,-5.39532e-05,7.87496e-05,1.47344e-05,0.000226223,-8.26007e-05,0.000135834,-0.000202668,4.50257e-05,-0.00013035,7.20125e-05,-5.73858e-05,2.54295e-05,-9.46467e-05,-1.19104e-05,-5.71125e-06,2.86767e-06,5.33607e-07,-2.53592e-05,2.06487e-05,-6.15823e-05,3.53079e-05,
0.02,0.000809791,-0.00112505,0.160942,-0.0170714,0.0894496,0.00555807,0.00427369,0.0321027,0.00554045,-0.0222118,0.00206617,-0.0297009,0.0569011,-0.00917064,0.0275972,-0.00351506,0.00936521,0.00843936,0.00285213,0.0150459,-0.0157323,0.0299052,-0.0103503,0.00424577,-0.00593815,0.000157359,-0.0391554,-0.00457746,-0.000522203,0.00690038,-0.00934525,0.000194811,-0.00973828,-0.000142424,-0.00208501,-0.00514436,0.00152503,-0.00727882,0.00356374,-0.004669,0.00245248,-0.00206325,0.000697146,-0.00422796,0.00225614,-0.00515044,0.000699863,-0.00102028,0.00199655,-0.00632836,0.00183164,-0.00133409,0.000208501,-0.00118695,0.00154496,-0.000426917,0.00546284,-0.000651753,0.00283747,-0.00161104,0.0042991,-0.00110429,0.000637733,-0.00242592,0.000566037,-0.00240406,0.00212543,-0.00055215,0.000769955,-0.00013087,0.000478647,-0.00238425,0.000372505,-0.00153341,0.000287758,-0.000243395,3.7876e-05,-0.000890364,0.0002166,-0.000664997,0.000537988,-0.000187424,0.000445298,-0.000294919,0.000300173,-0.000161079,0.000318802,-4.13965e-05,7.32012e-05,-6.95448e-05,-1.66508e-05,5.74769e-05,-2.73389e-06,2.45908e-06,2.65064e-06,
0.03,0.000810742,-0.00113755,0.156447,-0.0085075,0.0804759,0.00214889,0.00197667,0.0180585,0.00554265,-0.0123586,0.0019326,-0.00923351,0.0286019,0.00053801,0.0115514,0.0108045,0.00521795,0.0153995,0.00837664,0.0253167,-0.0136924,0.0247316,-0.0122294,0.00137457,-0.00308623,-0.00186498,-0.0152775,-0.0144702,-0.000526939,0.00329982,-0.000792366,-0.00707498,0.00123822,-0.00175865,-0.00195122,-0.0114751,0.0129555,-0.0151779,0.00699312,-0.0118587,0.00696707,-0.00498769,0.000916066,-0.00482495,0.00320835,-0.004377,0.000770186,-0.000877843,0.0013565,-0.00390387,0.00146548,-0.000859562,-0.000340183,5.81693e-05,-5.12556e-05,4.78507e-05,-0.000395963,-0.000102674,-0.000261341,0.000368197,-0.000640889,0.000123949,-0.000682199,0.00157449,-0.000126285,0.00142834,-0.00148316,0.000638033,-0.000402753,6.30259e-05,-0.000732504,0.00295152,-0.000240882,0.00211306,-0.000321979,0.000357805,-2.84001e-05,0.0012218,-0.000307438,0.00108712,-0.00103351,0.000324582,-0.000787204,0.000576598,-0.000585456,0.000307392,-0.000722207,9.79483e-05,-0.00013489,0.000164501,2.51067e-05,-0.000150134,2.32507e-05,-5.0125e-05,9.13943e-06,
0.04,0.000819842,-0.00116293,0.148129,0.0049514,0.0664082,-0.00207428,-0.0010856,-0.000679948,0.00438701,-0.00429794,0.00198671,0.0135639,0.00401943,0.0089527,-0.000343136,0.0192035,0.00601603,0.0127142,0.0142638,0.0293378,-0.00777408,0.0119891,-0.0110377,-0.0016241,1.2844e-06,-0.00319327,0.0054728,-0.0190163,-0.000401242,0.000985145,0.0033966,-0.00931475,0.00516461,-0.00230565,-0.00184235,-0.0107091,0.00994079,-0.0141116,0.00543586,-0.006233,0.00217985,-0.00145783,-0.00211254,-0.00145513,-0.0031002,0.00385243,-6.41635e-05,0.000405883,-0.0016189,0.00491618,0.000263421,0.000643368,-0.00125333,0.00153528,-0.00310868,0.00134838,-0.00573919,0.000673511,-0.00327218,0.00124196,-0.00334283,0.000903453,-0.000758563,0.00178031,0.000125576,0.00130057,-0.0010894,0.000365998,-4.11609e-06,7.77832e-05,0.000313107,-0.000547724,-0.000297322,-0.00125909,0.000196091,-0.000320897,9.40068e-05,-0.00120162,0.000230291,-0.0014034,0.00114374,-0.000432154,0.000848536,-0.000754619,0.000805183,-0.000425573,0.00111588,-0.000291064,0.000317326,-0.000372532,-4.16912e-05,0.000135648,1.82127e-05,-7.40009e-05,0.000121637,
0.05,0.000837845,-0.00120165,0.136085,0.0222298,0.048302,-0.00601507,-0.00417498,-0.019873,0.00187246,-0.000815953,0.00235765,0.0346096,-0.0123654,0.0145109,-0.00612867,0.0201137,0.0109961,0.00365022,0.018965,0.0271085,-0.00101126,-0.000645073,-0.00863982,-0.00339329,0.00174165,-0.00359494,0.0130803,-0.0193266,-0.000276687,0.0013598,0.00198953,-0.00717627,0.000851069,-0.0021235,-0.00233258,-0.00790636,-0.000953586,-0.00958609,0.00212477,0.00276049,-0.0055577,0.00310123,-0.00482441,-0.000116792,-0.00705981,0.00756101,-0.000588402,0.000926443,-0.00228389,0.00652146,-0.000202257,0.000267846,-0.000845829,0.00106374,-0.0020203,0.000719205,-0.000677444,0.00059296,-0.000481378,-0.00134518,0.000800043,-0.000199154,0.000770795,-0.00235511,0.00031962,-0.00159257,0.00185611,-0.000885323,0.00010778,-0.000115564,0.00109159,-0.00321912,5.88175e-05,-0.00115939,-8.65975e-05,-2.60911e-05,-5.88556e-06,0.000664036,5.12001e-05,0.000738703,-0.000309856,0.000289028,-0.00100187,0.00083887,-0.000918838,0.000464598,-0.00124041,0.000364607,-0.000322342,0.000550752,0.000138295,-0.00034967,-6.72056e-06,8.9126e-05,-0.00016743,
0.06,0.000864265,-0.00124968,0.12137,0.0417524,0.0279808,-0.00900112,-0.00681999,-0.0367364,-0.00197052,-0.00347101,0.00309396,0.0516723,-0.0200556,0.0171562,-0.00657605,0.0152388,0.0183792,-0.00594702,0.0213849,0.0212501,0.00458102,-0.00636265,-0.00727657,-0.00371179,0.00190528,-0.0033564,0.00967638,-0.0174959,-8.93779e-05,0.00248283,-0.000339661,-0.00239062,-0.00569232,-0.00168853,-0.00249208,-0.00656388,-0.00917242,-0.00449609,-0.000491665,0.00582602,-0.00882669,0.00362681,-0.00452752,-0.0021117,-0.00338581,0.00389397,-0.000367309,0.000253222,7.47826e-05,0.00105451,-0.000955048,-0.00176123,0.00131792,-0.000620504,0.00152856,-0.00134582,0.00466104,0.000147084,0.00243309,-0.00258534,0.00137969,0.00039358,0.00114307,-0.00206073,-0.000150663,0.000412279,7.73151e-05,-0.000472086,-0.000798471,-0.000416702,0.000761938,0.000855262,-0.000472899,0.00233985,8.10443e-06,0.000355138,-0.000577824,0.00129981,0.00013794,0.000848702,-0.000644632,0.000209522,0.000520263,-0.000488844,0.000492344,-0.000145723,0.00120467,-0.000416503,0.000496603,-0.000616079,-0.000230717,0.000954798,2.92256e-05,-0.000239158,0.000269337,
0.07,0.000895651,-0.00130411,0.105126,0.062002,0.00684685,-0.00998333,-0.00817158,-0.0465738,-0.00676999,-0.0119737,0.00428024,0.064466,-0.021461,0.0177545,-0.00399406,0.00677802,0.0245118,-0.010499,0.0202076,0.0170237,0.00887166,-0.00531977,-0.00773348,-0.00277913,0.00132168,-0.00296153,0.00402414,-0.0144839,6.12562e-05,0.0019952,0.000932831,0.000895162,-0.00980257,-0.000771106,-0.00181853,-0.00607156,-0.0098722,0.00107565,-0.00115227,0.00340861,-0.00710663,0.00235402,-0.00140842,-0.00389008,0.00168894,-0.00144266,-0.000393937,-0.000418088,0.00173805,-0.00187238,-0.00178262,-0.00102282,0.00348721,-0.00248394,0.0025633,-0.00150685,0.00315238,-0.000407494,0.00135727,0.000279164,-0.00154501,0.00210407,0.000598412,0.00049464,-0.000432283,0.00166657,-0.00128559,3.64105e-05,0.000123432,-0.000135737,0.000163537,0.00147115,-0.000365732,7.49002e-05,0.000593282,-0.000117573,-0.000159317,-0.00141104,-2.3614e-05,-0.000887976,-0.000127128,-0.000177994,0.000808087,-0.000442637,0.000546066,-0.000345163,-0.000289653,0.000264129,-0.000784739,0.000601862,0.000270749,-0.000739187,-0.000130996,0.000259888,-0.000426532,
0.08,0.000924289,-0.00136409,0.0879041,0.0820832,-0.0133869,-0.00859149,-0.00768527,-0.0462836,-0.0111487,-0.0210416,0.00573208,0.0741207,-0.0193178,0.0171153,-0.000194487,-0.00237556,0.0258074,-0.0106291,0.0169609,0.0173465,0.010567,-0.00341977,-0.00834213,-0.00130954,0.000707484,-0.00256605,0.000328601,-0.0106668,-1.04752e-05,0.000906453,0.00292026,0.000743267,-0.0109682,0.000441118,-0.000921496,-0.00427404,-0.00676328,0.00548643,-0.00138277,0.00044743,-0.0035816,0.00229839,0.00174503,-0.00324574,0.00330822,-0.00427875,-0.000622543,-0.000540465,0.00158987,-0.00158684,-0.00142446,0.0011582,0.00332085,-0.00264039,0.00138706,2.8748e-05,-7.86157e-05,-0.000815703,2.90079e-05,0.00259038,-0.00177241,0.0012033,-7.84084e-05,0.00128804,-7.62703e-05,-0.000296813,-3.44388e-05,0.000264261,0.00106278,0.000356746,-0.00101673,0.000453023,0.00076911,-0.00132986,2.42374e-06,-4.18561e-05,0.000590088,-0.00117541,-0.000266357,-0.000476416,-0.000213026,-0.000283327,-0.000504792,0.000368632,-0.00023541,-9.90136e-05,-0.000988072,0.000212831,-2.00157e-05,-0.000101991,-6.95508e-05,-3.88476e-05,0.000130252,-0.000213571,0.000433258,
0.09,0.000945341,-0.00142755,0.0698847,0.101642,-0.0304579,-0.0059062,-0.00589392,-0.038539,-0.0136449,-0.0245055,0.00700005,0.0812622,-0.0150388,0.0155957,0.00399933,-0.0088352,0.0226468,-0.0104508,0.013778,0.0194818,0.0100165,-0.00202773,-0.008159,-0.000120349,0.000206589,-0.0020762,-0.00210023,-0.00659666,-0.000158484,0.000426911,0.0028865,-0.000296011,-0.00972336,0.00135444,-0.000166759,-0.00139769,-0.00307276,0.0073081,-0.00204556,-0.000635422,0.00062253,0.00251133,0.00377508,-0.00197264,0.00331101,-0.0048787,-0.000515895,-0.000394715,0.00065178,-0.000932991,-0.000573749,0.00210428,0.00106742,-0.000966391,-0.000408522,0.00167391,-0.00241977,-0.000731398,-0.000710477,0.00226204,-0.000246423,-0.00116374,-0.000664765,0.0011036,0.00046223,-0.00175339,0.000902395,0.000491638,0.000795033,0.000574376,-0.00138465,-0.000104189,0.00119728,-0.000650545,-0.000501295,4.32661e-05,0.000637149,0.000270389,-0.000123177,0.000298022,0.000347708,-1.49288e-05,-0.000500948,0.000376846,-0.000538536,0.000393079,0.000260839,-0.000307762,0.000805646,-0.000523514,-0.000429746,0.000204529,0.000118846,-6.13855e-05,-2.7449e-07,
